faculty,citation,title,type,abstract,book,journal,date,collabs,publisher,edition,series,volume,issue,chapter,pages,issn,isbn,handle,url
Paulo Marchetti ||Acute effects on performance of the vertical jump after back squat with knee wraps||INTRODUCTION: Knee wraps can affect the muscular performance during high-intensity exercises by reducing muscle activation, which may influence the effect of post-activation potentiation, which depends on high intensity for the following power exercise. Objective: To investigate the acute effects on the performance with counter-movement jump (CMJ) after high-intensity squat with and without the use of knee wraps in resistance trained subjects. METHODS: The study included 14 men (aged 24±4 years, height: 176±6cm, weight: 81±11kg, 1RM: 107±30kgf) resistance trained (>3 years). Three SCM were performed before and after three back squats at 90% of 1RM with and without the knee wraps. During the CMJ muscle activation (IEMG) of the vastus lateralis (VL) and gluteus maximus (GM), jump time (JT), and impulse (IMP) through the force of vertical ground reaction (FRSV) were evaluated. RESULTS: The results show statistically significant differences for JT between post-back-squat conditions (with and without wrap) (P=0.044, TE=1.02), whereas the highest values were observed without knee wrap. For IEMG of VL significant difference between pre and post-conditions after back squat (with knee wrap) (P=0.029, TE=1.68) was observed, and the highest values were observed for the IEMG with knee wrap. No significant differences between conditions were observed for IEMG of GM and IMP. CONCLUSION: After using the knee wraps during the squat exercise, there was a reduction in the involvement of the vastus lateralis during the jump with counter-movement, affecting the contact time, but not the production of impulse and consequent … ||Revista Brasileira de Medicina do Esporte|2015/8|Willy Andrade Gomes, Josinaldo Jarbas da Silva, Enrico Gori Soares, Erica Paes Serpa, Daniel Alves Corrêa, Vilela Junior, Guanis de Barros, Charles Ricardo Lopes, Paulo Henrique Marchetti|Sociedade Brasileira de Medicina do Exercício e do Esporte|||21|4||257-260||||https://scholar.google.com/citations?hl=en&user=UoynbjMAAAAJ#d=gs_md_cita-d&u=%2Fcitations%3Fview_op%3Dview_citation%26hl%3Den%26user%3DUoynbjMAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3DUoynbjMAAAAJ%3AnrtMV_XWKgEC%26tzom%3D420
Paulo Marchetti ||Effects of passive stretching protocol on multiple sets performance in resistance training||OBJETIVO: Determinar o efeito do alongamento passivo extensivo no desempenho de séries múltiplas e da dor percebida no treinamento de força. MÉTODOS: A amostra foi composta de 12 homens experientes com treinamento de força. O protocolo consistiu de três sessões. A primeira serviu como familiarização e determinação de 10 repetições máximas no supino reto (T10RM). A segunda e terceira condições foram aleatorizadas entre os sujeitos, sendo uma realizada com a avaliação do supino reto (SR) sem alongamento prévio (SEMA), e a outra com alongamento prévio (COMA). O protocolo de alongamento consistiu de seis séries de 45 seg de alongamento por 15 seg de intervalo visando o músculo peitoral maior. A intensidade do alongamento foi mantida entre 70 e 90% da percepção subjetiva de desconforto. Antes e após o exercício, a dor local foi avaliada por meio de breve alongamento e palpação. A Análise de Variância ANOVA (2x6) com medidas repetidas foi utilizada para comparar o número de repetições. One-way ANOVA foi utilizada para comparar a carga da primeira série de cada condição (T10RM/SEMA/COMA). O teste-t de Student foi utilizado para comparar a carga total com a dor. RESULTADOS: Observou-se decréscimo no número de repetições ao longo das séries em ambas as condições, sem diferenças entre as mesmas, para a carga da primeira série, a carga total e a dor. CONCLUSÃO: O número de repetições em séries múltiplas é diminuído na mesma magnitude com e sem a realização do alongamento prévio, além de não alterar a carga total e a dor percebida. ||Revista Brasileira de Medicina do Esporte|2015/6|Charles Ricardo Lopes, Enrico Gori Soares, André Luis Rodrigues Santos, Marcelo Saldanha Aoki, Paulo Henrique Marchetti|Sociedade Brasileira de Medicina do Exercício e do Esporte|||21|3||224-229||||https://scholar.google.com/citations?hl=en&user=UoynbjMAAAAJ#d=gs_md_cita-d&u=%2Fcitations%3Fview_op%3Dview_citation%26hl%3Den%26user%3DUoynbjMAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3DUoynbjMAAAAJ%3AcFHS6HbyZ2cC%26tzom%3D420
Paulo Marchetti ||Efeito do treinamento de força na performance motora de atletas de Triathlon ao longo da temporada esportiva.||O objetivo deste estudo foi investigar a influência de um programa de treinamento com pesos na performance motora. Quatorze atletas, do sexo masculino, participantes de competições nacionais de triathlon. O treinamento foi desenvolvido em 24 sessões de treinamento de força durante 12 semanas, sendo que a fase de adaptação (FA) teve duração de 8 sessões, utilizando carga de 60% a 65% de uma repetição máxima (1RM). A fase especifica, constou de 16 sessões e utilizou carga de 65% a 80% de 1RM. A intervenção se deu subdividindo-se os sujeitos em grupo experimental e grupo controle, onde o grupo experimental realizou treinamentos com pesos e o grupo controle não realizou treinamentos de força. Foram realizadas avaliações de performance em três momentos distintos: 1. antes de iniciar o treinamento com pesos, 2. após quatro semanas de treinamento e 3. após doze semanas de … ||Revista CPAQV|2015|Luiz Antonio Domingues Filho, Charles Ricardo Lopes, Alexandre Lopes Evangelista, Gustavo Ribeiro da Mota, Willy Andrade Gomes, Paulo Henrique Marchetti, Ídico Luis. Pelegrinotti||||7|2||1-9||||https://scholar.google.com/citations?hl=en&user=UoynbjMAAAAJ#d=gs_md_cita-d&u=%2Fcitations%3Fview_op%3Dview_citation%26hl%3Den%26user%3DUoynbjMAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3DUoynbjMAAAAJ%3ArO6llkc54NcC%26tzom%3D420
Paulo Marchetti ||Avaliação indireta da força dos músculos do core em iniciantes de academia. (Evaluation of core muscles strength in resistance training beginners).||O objetivo deste estudo foi investigar a influência de um programa de treinamento com pesos na performance motora. Quatorze atletas, do sexo masculino, participantes de competições nacionais de triathlon. O treinamento foi desenvolvido em 24 sessões de treinamento de força durante 12 semanas, sendo que a fase de adaptação (FA) teve duração de 8 sessões, utilizando carga de 60% a 65% de uma repetição máxima (1RM). A fase especifica, constou de 16 sessões e utilizou carga de 65% a 80% de 1RM. A intervenção se deu subdividindo-se os sujeitos em grupo experimental e grupo controle, onde o grupo experimental realizou treinamentos com pesos e o grupo controle não realizou treinamentos de força. Foram realizadas avaliações de performance em três momentos distintos: 1. antes de iniciar o treinamento com pesos, 2. após quatro semanas de treinamento e 3. após doze semanas de … ||Revista Centro de Pesquisas Avançadas em Qualidade de Vida|2015|Marcia Aurora Soriano Reis, Mauro Antonio Guiselini, Priscyla Silva Monteiro Nardi, Guanis de Barros Vilela Junior, Paulo Henrique Marchetti||||7|1||1-9||||https://scholar.google.com/citations?hl=en&user=UoynbjMAAAAJ#d=gs_md_cita-d&u=%2Fcitations%3Fview_op%3Dview_citation%26hl%3Den%26user%3DUoynbjMAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3DUoynbjMAAAAJ%3A2P1L_qKh6hAC%26tzom%3D420
Paulo Marchetti ||Avaliação indireta da força dos músculos do core em iniciantes de academia. (Evaluation of core muscles strength in beginners of the resistance training).||O objetivo deste estudo foi investigar a influência de um programa de treinamento com pesos na performance motora. Quatorze atletas, do sexo masculino, participantes de competições nacionais de triathlon. O treinamento foi desenvolvido em 24 sessões de treinamento de força durante 12 semanas, sendo que a fase de adaptação (FA) teve duração de 8 sessões, utilizando carga de 60% a 65% de uma repetição máxima (1RM). A fase especifica, constou de 16 sessões e utilizou carga de 65% a 80% de 1RM. A intervenção se deu subdividindo-se os sujeitos em grupo experimental e grupo controle, onde o grupo experimental realizou treinamentos com pesos e o grupo controle não realizou treinamentos de força. Foram realizadas avaliações de performance em três momentos distintos: 1. antes de iniciar o treinamento com pesos, 2. após quatro semanas de treinamento e 3. após doze semanas de … ||Revista CPAQV|2015|M.A.S. REIS, M.A. GUISELINI, P.S.M. NARDI, G.B. VILELA JUNIOR, P.H. MARCHETTI||||7|1||1-9||||https://scholar.google.com/citations?hl=en&user=UoynbjMAAAAJ#d=gs_md_cita-d&u=%2Fcitations%3Fview_op%3Dview_citation%26hl%3Den%26user%3DUoynbjMAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3DUoynbjMAAAAJ%3ARYcK_YlVTxYC%26tzom%3D420
Paulo Marchetti ||Maximum number of repetitions performed by resistance-trained men: Effect of maximum load intensity and exercise selection||The purpose of this study was to compare the number of maximum repetitions (RMs) performed at 80% of one-repetition maximum (1RM) and 80% of one-repetition maximum eccentric (1RMecc) test for the preacher-curl (PC) and the bench-press (BP) exercises. Fifteen resistance-trained men participated in this counterbalanced-crossover study. There was no significant difference in the number of RMs performed at 80%-1RM (PC: 7.0±1.2 RMs and BP: 5.8±1.3 RMs) and 80%-1RMecc (PC: 6.0±1.1 RMs and BP: 5.4±1.1 RMs) for both exercises. No significant difference in the numbers of RMs was detected between the PC (80%-1RM: 7.0±1.2 RMs and 80%-1RMecc: 6.0±1.1 RMs) and BP exercises (80%-1RM: 5.8±1.3 RMs and 80%-1RMecc: 5.4±1.1 RMs) for both intensities. In conclusion, the number of RMs performed by resistance-trained men was not affected by the maximum load intensity based on muscle action and the exercise selection. ||Motriz: Revista de Educação Física|2014/6|Charles R Lopes, Alex H Crisp, Rozangela Verlengia, Cesar A Macarrone, Dyego A Peghim, Gustavo R Mota, Marcelo S Aoki, Paulo H Marchetti|Motriz: revista de educação física (Online)|||20|2||221-225||||https://scholar.google.com/citations?hl=en&user=UoynbjMAAAAJ#d=gs_md_cita-d&u=%2Fcitations%3Fview_op%3Dview_citation%26hl%3Den%26user%3DUoynbjMAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3DUoynbjMAAAAJ%3AM3NEmzRMIkIC%26tzom%3D420
Paulo Marchetti ||Os efeitos da suplementação de creatina na performance de corredores velocistas (100 e 200 metros)||O uso da creatina enquanto recurso ergogênico para atletas visando o ganho de massa muscular e aprimoramento da performance, vem sendo difundido no meio esportivo. As provas que envolvem força e potência no atletismo (corridas de velocidade, saltos, arremesso e lançamentos) são modalidades onde o uso desse recurso ergogênico é muito requisitado. Diversas pesquisas acerca da suplementação de creatina estão sendo realizadas e por mais que alguns estudos mostrem resultados que apontem para uma efetividade do produto na melhora de capacidades físicas de atletas, principalmente força e potência, outros trabalhos ainda não validam tal método, portanto o presente estudo teve como objetivo comparar os resultados dos testes, de velocidade (30 metros), Sprint de 100 metros e corrida de 40 segundos, realizados por dois grupo de seis atletas de elite nacional (18 a 25 anos) praticantes das provas de corrida de velocidade (100 e 200 metros), submetidos a um mesociclo (3 semanas) de treinamento específico, acompanhado de um programa de suplementação, no qual um grupo realizou a ingestão de creatina, sendo administrada 20g/dia divididos em 4 doses de 5g durante a primeira semana (5 dias), seguido por uma fase de manutenção de 3g/dia na segunda e terceira semana (10 dias). E o outro grupo seguiu o mesmo protocolo de suplementação, porém teve a creatina substituída por placebo. A pesquisa mostrou melhora significativa do grupo creatina na performance dos sprints de 100 metros quando comparado ao grupo placebo. Os testes de velocidade (30 metros) e corrida de 40 segundos não … ||RBPFEX-Revista Brasileira de Prescrição e Fisiologia do Exercício|2013/11/2|Renan Irineu Delafiori de Oliveira, Charles Ricardo Lopes, Murilo Bortolotti Feltrin, Clodoaldo José Dechechi, Gustavo Ribeiro da Mota, Alexandre Lopes Evangelista, Paulo Henrique Marchetti, Antonio Coppi Navarro||||7|42||||||https://scholar.google.com/citations?hl=en&user=UoynbjMAAAAJ#d=gs_md_cita-d&u=%2Fcitations%3Fview_op%3Dview_citation%26hl%3Den%26user%3DUoynbjMAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3DUoynbjMAAAAJ%3ARHpTSmoSYBkC%26tzom%3D420
Paulo Marchetti ||Investigações sobre o controle neuromotor do músculo reto do abdome||O músculo reto do abdome é um importante músculo da parede abdominal, responsável pela estabilização e função da coluna, tanto em atividades atléticas quanto em atividades cotidianas. Entretanto, pouco se conhece sobre o controle neuromotor de tal estrutura em atividades voluntárias, como os exercícios abdominais, e como as diferentes tarefas agem na ativação segmentada das porções musculares do músculo reto do abdome. Em geral, a presente dissertação teve como objetivo investigar o controle neuromotor do músculo reto do abdome em diferentes tarefas voluntárias através de quatro experimentos. O primeiro experimento teve como objetivo descrever as características morfológicas do músculo reto do abdome, em particular sua área de secção transversa, ao longo do comprimento longitudinal do músculo, utilizando as imagens do projeto homem visível (NLM). O segundo experimento objetivou o mapeamento dos pontos motores para cada porção muscular. O terceiro experimento investigou o controle neuromotor das diversas porções musculares em tarefas isométricas de baixa intensidade. E por fim, o quarto experimento investigou o comportamento das porções musculares em diferentes tarefas isométricas em condição de fadiga neuromuscular. Baseado nos experimentos apresentados neste estudo pode-se concluir que o músculo reto do abdome é uma estrutura extremamente complexa em sua arquitetura, sendo caracterizada por diversas porções musculares que se interconectam através de aponeuroses tendíneas, onde, possivelmente nenhuma fibra muscular atravesse seus ventres. Devido a tal … |||2005|Paulo Henrique Marchetti|||||||||||https://scholar.google.com/citations?hl=en&user=UoynbjMAAAAJ#d=gs_md_cita-d&u=%2Fcitations%3Fview_op%3Dview_citation%26hl%3Den%26user%3DUoynbjMAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3DUoynbjMAAAAJ%3A2osOgNQ5qMEC%26tzom%3D420
Paulo Marchetti ||A amplitude de movimento no agachamento afeta o volume absoluto sem modificar a percepção de esforço. (The range of motion of the back squat exercise affects the absolute …||O músculo reto do abdome é um importante músculo da parede abdominal, responsável pela estabilização e função da coluna, tanto em atividades atléticas quanto em atividades cotidianas. Entretanto, pouco se conhece sobre o controle neuromotor de tal estrutura em atividades voluntárias, como os exercícios abdominais, e como as diferentes tarefas agem na ativação segmentada das porções musculares do músculo reto do abdome. Em geral, a presente dissertação teve como objetivo investigar o controle neuromotor do músculo reto do abdome em diferentes tarefas voluntárias através de quatro experimentos. O primeiro experimento teve como objetivo descrever as características morfológicas do músculo reto do abdome, em particular sua área de secção transversa, ao longo do comprimento longitudinal do músculo, utilizando as imagens do projeto homem visível (NLM). O segundo experimento objetivou o mapeamento dos pontos motores para cada porção muscular. O terceiro experimento investigou o controle neuromotor das diversas porções musculares em tarefas isométricas de baixa intensidade. E por fim, o quarto experimento investigou o comportamento das porções musculares em diferentes tarefas isométricas em condição de fadiga neuromuscular. Baseado nos experimentos apresentados neste estudo pode-se concluir que o músculo reto do abdome é uma estrutura extremamente complexa em sua arquitetura, sendo caracterizada por diversas porções musculares que se interconectam através de aponeuroses tendíneas, onde, possivelmente nenhuma fibra muscular atravesse seus ventres. Devido a tal … ||Brazilian Journal of Kinanthropometry and Human Performance|2019|J.J. DA SILVA, W.A. GOMES, E.G. SOARES, C.R. LOPES, P.H. MARCHETTI||||1|1||1-10||||https://scholar.google.com/citations?hl=en&user=UoynbjMAAAAJ#d=gs_md_cita-d&u=%2Fcitations%3Fview_op%3Dview_citation%26hl%3Den%26user%3DUoynbjMAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3DUoynbjMAAAAJ%3Auc_IGeMz5qoC%26tzom%3D420
Paulo Marchetti ||Posicionamento do tornozelo altera a produção de forca máxima isométrica na mesa flexora. (The ankle position affects the maximal isometric force during the prone curl).||O músculo reto do abdome é um importante músculo da parede abdominal, responsável pela estabilização e função da coluna, tanto em atividades atléticas quanto em atividades cotidianas. Entretanto, pouco se conhece sobre o controle neuromotor de tal estrutura em atividades voluntárias, como os exercícios abdominais, e como as diferentes tarefas agem na ativação segmentada das porções musculares do músculo reto do abdome. Em geral, a presente dissertação teve como objetivo investigar o controle neuromotor do músculo reto do abdome em diferentes tarefas voluntárias através de quatro experimentos. O primeiro experimento teve como objetivo descrever as características morfológicas do músculo reto do abdome, em particular sua área de secção transversa, ao longo do comprimento longitudinal do músculo, utilizando as imagens do projeto homem visível (NLM). O segundo experimento objetivou o mapeamento dos pontos motores para cada porção muscular. O terceiro experimento investigou o controle neuromotor das diversas porções musculares em tarefas isométricas de baixa intensidade. E por fim, o quarto experimento investigou o comportamento das porções musculares em diferentes tarefas isométricas em condição de fadiga neuromuscular. Baseado nos experimentos apresentados neste estudo pode-se concluir que o músculo reto do abdome é uma estrutura extremamente complexa em sua arquitetura, sendo caracterizada por diversas porções musculares que se interconectam através de aponeuroses tendíneas, onde, possivelmente nenhuma fibra muscular atravesse seus ventres. Devido a tal … ||Brazilian Journal of Exercise Physiology and Prescription|2019|R.A. MAGALHÃES, W.A. GOMES, J.J. DA SILVA, E.G. SOARES, P.H. MARCHETTI||||13|80||1-9||||https://scholar.google.com/citations?hl=en&user=UoynbjMAAAAJ#d=gs_md_cita-d&u=%2Fcitations%3Fview_op%3Dview_citation%26hl%3Den%26user%3DUoynbjMAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3DUoynbjMAAAAJ%3AfEOibwPWpKIC%26tzom%3D420
Paulo Marchetti ||Efeito da intensidade do alongamento na amplitude de movimento do tornozelo e desempenho de salto. (Effect of stretching intensity on range of motion of the ankle joint and …||O músculo reto do abdome é um importante músculo da parede abdominal, responsável pela estabilização e função da coluna, tanto em atividades atléticas quanto em atividades cotidianas. Entretanto, pouco se conhece sobre o controle neuromotor de tal estrutura em atividades voluntárias, como os exercícios abdominais, e como as diferentes tarefas agem na ativação segmentada das porções musculares do músculo reto do abdome. Em geral, a presente dissertação teve como objetivo investigar o controle neuromotor do músculo reto do abdome em diferentes tarefas voluntárias através de quatro experimentos. O primeiro experimento teve como objetivo descrever as características morfológicas do músculo reto do abdome, em particular sua área de secção transversa, ao longo do comprimento longitudinal do músculo, utilizando as imagens do projeto homem visível (NLM). O segundo experimento objetivou o mapeamento dos pontos motores para cada porção muscular. O terceiro experimento investigou o controle neuromotor das diversas porções musculares em tarefas isométricas de baixa intensidade. E por fim, o quarto experimento investigou o comportamento das porções musculares em diferentes tarefas isométricas em condição de fadiga neuromuscular. Baseado nos experimentos apresentados neste estudo pode-se concluir que o músculo reto do abdome é uma estrutura extremamente complexa em sua arquitetura, sendo caracterizada por diversas porções musculares que se interconectam através de aponeuroses tendíneas, onde, possivelmente nenhuma fibra muscular atravesse seus ventres. Devido a tal … ||Brazilian Journal of Exercise Physiology and Prescription|2019|E.G. SOARES, W.A. GOMES, J.J. DA SILVA, F.I. TEODORO, I.P. PORTO, C.E.E. BACELAR, P.H. GALVÃO, A.A.G. MARCHETTI||||13|80||1-12||||https://scholar.google.com/citations?hl=en&user=UoynbjMAAAAJ#d=gs_md_cita-d&u=%2Fcitations%3Fview_op%3Dview_citation%26hl%3Den%26user%3DUoynbjMAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3DUoynbjMAAAAJ%3A-_dYPAW6P2MC%26tzom%3D420
Paulo Marchetti ||Alongamento estático aumenta a amplitude de movimento e não afeta o volume absoluto em uma sessão de treinamento de força para o peitoral e deltoide anterior.||O músculo reto do abdome é um importante músculo da parede abdominal, responsável pela estabilização e função da coluna, tanto em atividades atléticas quanto em atividades cotidianas. Entretanto, pouco se conhece sobre o controle neuromotor de tal estrutura em atividades voluntárias, como os exercícios abdominais, e como as diferentes tarefas agem na ativação segmentada das porções musculares do músculo reto do abdome. Em geral, a presente dissertação teve como objetivo investigar o controle neuromotor do músculo reto do abdome em diferentes tarefas voluntárias através de quatro experimentos. O primeiro experimento teve como objetivo descrever as características morfológicas do músculo reto do abdome, em particular sua área de secção transversa, ao longo do comprimento longitudinal do músculo, utilizando as imagens do projeto homem visível (NLM). O segundo experimento objetivou o mapeamento dos pontos motores para cada porção muscular. O terceiro experimento investigou o controle neuromotor das diversas porções musculares em tarefas isométricas de baixa intensidade. E por fim, o quarto experimento investigou o comportamento das porções musculares em diferentes tarefas isométricas em condição de fadiga neuromuscular. Baseado nos experimentos apresentados neste estudo pode-se concluir que o músculo reto do abdome é uma estrutura extremamente complexa em sua arquitetura, sendo caracterizada por diversas porções musculares que se interconectam através de aponeuroses tendíneas, onde, possivelmente nenhuma fibra muscular atravesse seus ventres. Devido a tal … ||Revista Brasileira de Ciência e Movimento|2019|C.R. LOPES, J.J. DA SILVA, S.L. PECORARO, L.O. DE SOUZA, W.A. GOMES, D.A. CORRÊA, E.G. SOARES, MARCHETTI. P.H.||||1|1||1-10||||https://scholar.google.com/citations?hl=en&user=UoynbjMAAAAJ#d=gs_md_cita-d&u=%2Fcitations%3Fview_op%3Dview_citation%26hl%3Den%26user%3DUoynbjMAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3DUoynbjMAAAAJ%3AevX43VCCuoAC%26tzom%3D420
Paulo Marchetti ||Identification of muscle fatigue by tracking facial expressions.||Resistance training (RT) is performed at distinct levels of intensity from the beginning to the end of exercise sets, increasing the sensation of effort as the exercise progress to more vigorous levels, commonly leading to changes on the facial expression of RT practitioners. The objective of this study is to evaluate changes in facial expressions using the Facial Action Coding System(FACS) and the activation of facial muscles by surface electromyography(sEMG) at two different levels of effort during resistance exercise and to investigate the correlation between facial expression and exercise intensity and fatigue. Eleven healthy male participants [23±6years; 1.77±6 m; 78±10kg] performed a set of arm curl exercise at 50% and 85% 1RM until muscle fatigue. The Surface electromyography (sEMG activity was recorded simultaneously in areas of the epicranius muscle (EM) and zygomatic major muscle (ZM). Facial expression was recorded and blindly scored by five experienced examiners. Scores (0–5) were based on the level of activity of the ZM (lip corner puller—Action Unit 12-FACS) during exercise. Facial expression and sEMG data were obtained during the exercise at the first repetition and at muscle failure. The root mean square (RMS) of the sEMG amplitude of the EM was significantly increased between the first and last repetition (50%1RM:p = 0.002,d = 1.75; and 85%1RM:p = 0.002,d = 1.54). The RMS values for the ZM were significantly increased between the first and last repetition (50%1RM:p<0.001,d = 2.67; 85%1RM:p<0.001,d = 0.50). The RMS values for the ZM were also increased in 85%1RM compared to values obtained from 50 … ||PLoS ONE|2018|M.C. UCHIDA, R. CARVALHO, V.D. TESSUTI, R.F.P. BACURAU, H.J.C. COELHO JUNIOR, H. RAMOS, M. SANTOS, L.F.M. TEIXEIRA, P.H. MARCHETTI|https://doi.org/10.1371/journal.pone.0208834|||13|12||1-11||||https://scholar.google.com/citations?hl=en&user=UoynbjMAAAAJ#d=gs_md_cita-d&u=%2Fcitations%3Fview_op%3Dview_citation%26hl%3Den%26user%3DUoynbjMAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3DUoynbjMAAAAJ%3A35r97b3x0nAC%26tzom%3D420
Paulo Marchetti ||Comparação do desempenho de força em dois modelos de divisão de séries em sujeitos treinados. (Comparison on strength performance on different models of sets organization in …||Resistance training (RT) is performed at distinct levels of intensity from the beginning to the end of exercise sets, increasing the sensation of effort as the exercise progress to more vigorous levels, commonly leading to changes on the facial expression of RT practitioners. The objective of this study is to evaluate changes in facial expressions using the Facial Action Coding System(FACS) and the activation of facial muscles by surface electromyography(sEMG) at two different levels of effort during resistance exercise and to investigate the correlation between facial expression and exercise intensity and fatigue. Eleven healthy male participants [23±6years; 1.77±6 m; 78±10kg] performed a set of arm curl exercise at 50% and 85% 1RM until muscle fatigue. The Surface electromyography (sEMG activity was recorded simultaneously in areas of the epicranius muscle (EM) and zygomatic major muscle (ZM). Facial expression was recorded and blindly scored by five experienced examiners. Scores (0–5) were based on the level of activity of the ZM (lip corner puller—Action Unit 12-FACS) during exercise. Facial expression and sEMG data were obtained during the exercise at the first repetition and at muscle failure. The root mean square (RMS) of the sEMG amplitude of the EM was significantly increased between the first and last repetition (50%1RM:p = 0.002,d = 1.75; and 85%1RM:p = 0.002,d = 1.54). The RMS values for the ZM were significantly increased between the first and last repetition (50%1RM:p<0.001,d = 2.67; 85%1RM:p<0.001,d = 0.50). The RMS values for the ZM were also increased in 85%1RM compared to values obtained from 50 … ||Brazilian Journal of Exercise Physiology and Prescription|2018|E.G. SOARES, G.Z. FIORAVANTI, F.A. BRIGATTO, W.A. GOMES, J.J. DA SILVA, F.S. FREITAS, R.A. MAGALHÃES, P.H. MARCHETTI||||12|80||1108-1116||||https://scholar.google.com/citations?hl=en&user=UoynbjMAAAAJ#d=gs_md_cita-d&u=%2Fcitations%3Fview_op%3Dview_citation%26hl%3Den%26user%3DUoynbjMAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3DUoynbjMAAAAJ%3A2KloaMYe4IUC%26tzom%3D420
Paulo Marchetti ||Comparação dos métodos de alongamento ativo estático, passivo estático e ativo dinâmico na flexibilidade de quadril. (Comparison between different methods of stretching …||Resistance training (RT) is performed at distinct levels of intensity from the beginning to the end of exercise sets, increasing the sensation of effort as the exercise progress to more vigorous levels, commonly leading to changes on the facial expression of RT practitioners. The objective of this study is to evaluate changes in facial expressions using the Facial Action Coding System(FACS) and the activation of facial muscles by surface electromyography(sEMG) at two different levels of effort during resistance exercise and to investigate the correlation between facial expression and exercise intensity and fatigue. Eleven healthy male participants [23±6years; 1.77±6 m; 78±10kg] performed a set of arm curl exercise at 50% and 85% 1RM until muscle fatigue. The Surface electromyography (sEMG activity was recorded simultaneously in areas of the epicranius muscle (EM) and zygomatic major muscle (ZM). Facial expression was recorded and blindly scored by five experienced examiners. Scores (0–5) were based on the level of activity of the ZM (lip corner puller—Action Unit 12-FACS) during exercise. Facial expression and sEMG data were obtained during the exercise at the first repetition and at muscle failure. The root mean square (RMS) of the sEMG amplitude of the EM was significantly increased between the first and last repetition (50%1RM:p = 0.002,d = 1.75; and 85%1RM:p = 0.002,d = 1.54). The RMS values for the ZM were significantly increased between the first and last repetition (50%1RM:p<0.001,d = 2.67; 85%1RM:p<0.001,d = 0.50). The RMS values for the ZM were also increased in 85%1RM compared to values obtained from 50 … ||Brazilian Journal of Exercise Physiology and Prescription|2018|C.R. LOPES, E.G. SOARES, C.F. VIEIRA, P.H. MARCHETTI||||12|80||1117-1123||||https://scholar.google.com/citations?hl=en&user=UoynbjMAAAAJ#d=gs_md_cita-d&u=%2Fcitations%3Fview_op%3Dview_citation%26hl%3Den%26user%3DUoynbjMAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3DUoynbjMAAAAJ%3AtzM49s52ZIMC%26tzom%3D420
Paulo Marchetti ||The effect of dominant first dorsal interosseous fatigue on the force production of a contralateral homologous and heterologous muscle.||Crossover and non-local muscle fatigue (NLMF) has generally focused on large muscle groups. It is unclear whether fatigue of a small muscle can result in NLMF of a larger muscle. The purpose of the present study was to examine the effect of small muscle (first dorsal interosseous; FDI) fatigue on the force and activation of contralateral homologous and larger heterologous muscles (biceps brachii, BB). Fifteen right-handed, male subjects performed three pre-test index finger abduction or elbow flexion maximum voluntary isometric contractions (MVICs) on the non-dominant side. Subsequently, they performed two 100s index finger abduction MVICs on the dominant side (experimental [fatigue] group) or rested for 5 minutes (control group). Afterwards, a single MVIC and a 12 repetition MVIC fatiguing protocol were completed with index finger abduction or elbow flexion on the non-dominant side. Force and … ||Applied Physiology Nutrition and Metabolism|2018|Y Li, K.E. Power, P.H. Marchetti, D.G Behm|||||||1-9||||https://scholar.google.com/citations?hl=en&user=UoynbjMAAAAJ#d=gs_md_cita-d&u=%2Fcitations%3Fview_op%3Dview_citation%26hl%3Den%26user%3DUoynbjMAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3DUoynbjMAAAAJ%3A_Re3VWB3Y0AC%26tzom%3D420
