faculty,title,authors,date,journal,volume,issue,pages,publisher,description
Hilary Silvia-Goldberg|It's a Nuisance: The Future of Fracking Litigation in the Wake of Parr v. Aruba Petroleum, Inc.|Hilary M Goldberg, Melanie Stallings Williams, Deborah Cours|2015|Va. Envtl. LJ|33||1||Hydraulic fracturing, or" fracking," is a polarizing topic, having earned both staunch advocates who see its possibilities for the domestic production of energy and ardent opponents who anticipate dire consequences resulting from its environmental impact. The practice has resulted in over one hundred lawsuits filed by private plaintiffs, none of which have gone to verdict prior to the recent jury decision in Parr v. Aruba Petroleum, Inc. 1 Because its result did not rest on a conclusion that the practice of fracking itself constituted a compensable wrong, Parr neither vindicated the oil and gas industry by exonerating it nor validated critics of fracking. Instead, the decision, based on a single cause of action of intentional private nuisance, demonstrated that juries were willing to find in favor of private plaintiffs even without a showing that fracking itself resulted in direct harm to the lives and property of those living nearby. The jury … 
Ovande Furtado Jr. |Whole and part practice: A meta-analysis|Fabio E Fontana, Oldemar Mazzardo, Ovande Furtado Jr, Jere D Gallagher|2009/10|Perceptual and motor skills|109|2|517-530|Ammons Scientific, Ltd.|Motor learning textbooks provide specific recommendations for the use of whole and part practice during motor skill acquisition. Magill recommended basing decisions on Naylor and Briggs' hypothesis of task complexity and organization, while Schmidt and Wrisberg recommended basing decisions on skill classification. To evaluate the accuracy of these recommendations, a meta-analysis was conducted. Through a literature search, 44 articles were located, and 20 provided sufficient information to calculate effect sizes. Effect sizes were calculated using means for whole and part practice for acquisition and retention. Although several analyses were compromised by insufficient studies investigating whole and part practice, mean effect sizes generally supported motor learning textbooks. To better verify the empirical validity of recommendations for the use of whole and part practice, more studies are necessary. 
Ovande Furtado Jr. |Anti-fat bias by professors teaching physical education majors|Fabio Fontana, Ovande Furtado Jr, Oldemar Mazzardo Jr, Deockki Hong, Wagner de Campos|2017/2|European Physical Education Review|23|1|127-138|SAGE Publications|Anti-fat bias by professors in physical education departments may interfere with the training provided to pre-service teachers. The purpose of this study was to evaluate the attitudes of professors in physical education departments toward obese individuals. Professors from randomly selected institutions across all four US regions participated in the study (N = 94). Participants took the Implicit Association Test and answered the Anti-Fat Attitude Scale and two questions specifically designed to measure their attitudes toward physical education teachers and majors who are obese. The participants exhibited implicit good–bad (p < .001) and lazy–motivated (p < .001) anti-fat biases. Professors favored accepting majors who are obese (p < .001), but they strongly disapproved of obese physical education teachers as role models to their students (p < .001). Explicit anti-fat bias was associated with a stronger disapproval of … 
Ovande Furtado Jr. |A influência do nível sócio-econômico e sexo na performance motora de crianças de 6 e 7 anos de idade|Wagner de CAMPOS, Ovande FURTADO JÚNIOR, Fábio Eduardo FONTANA|1997|Synopsis. Curitiba|8||21-28||
Ovande Furtado Jr. |The Reliability of Classification Decisions for the Furtado-Gallagher Computerized Observational Movement Pattern Assessment System - FG-COMPASS|Ovande Furtado Junior, Jere Gallagher|2012|Research Quarterly for Exercise and Sport|83||383-390|AAHPERD|Mastery of fundamental movement skills (FMS) is an important factor in preventing weight gain and increasing physical activity. To master FMS, performance evaluation is necessary. In this study, we investigated the reliability of a new observational assessment tool. In Phase I, 110 video clips of children performing five locomotor, and six manipulative FMSs were developed. In Phase II, rating scales were developed, and their efficacy was evaluated by comparing judgments of 30 undergraduate students to a standard. The mean weighted kappa (.71) was considered good (range .51–.85). Of the 11 rating scales, 6 were modified, and 5 remained unchanged. This study sets the foundation for the development of a new observational scale to assess fundamental movement skills. 
Ovande Furtado Jr. |Relative age effect and academic timing in American junior college baseball|Thomas C Beals, Ovande Furtado Jr, Fabio E Fontana|2018/2|Perceptual and motor skills|125|1|147-161|SAGE Publications|Previous research has shown that older athletes within age groupings are often perceived to be more talented simply due to advanced maturity, leading to biased selection in higher levels of sports competition, now commonly termed relative age effect (RAE). This study’s goals were to determine whether (a) RAE influenced the selection of junior college baseball participants and (b) academic timing , in which academic status determines age groupings more than strict age guidelines for college sports, influenced the formation of RAE. Participants were 150 junior college baseball players. Our results showed that RAE was only a significant factor, comparing the birth distribution of participants born before and after the midpoint of the participation year, when academic timing was also a factor in determining age groupings. In addition, the birth rate distribution, though not significantly different than expected, was greater … 
Ovande Furtado Jr. |Relationship between fundamental movement skills and body mass index in rural elementary age children|Mariah L Bolin|2013||||||A factor of how much physical activity a child gets could be determined by the level of mastery of fundamental movement skills that are needed for the establishment of skills used in many forms of adult physical activity. Children who master a number of fundamental movement skills are more likely to be physically active and they also may be more likely to take part in physical activity when being compared to peers with a lesser level of motor skill proficiency. Children who are considered overweight tend to engage less often in physical activities, which in turn may prevents them from acquiring fundamental movements skills. Therefore, the purpose of this study was to investigate the relationship between Body Mass Index (BMI) and fundamental movement skills in children ages 5 to 7 in a rural school system. The following two research questions were formulated: Does the performance of locomotor and manipulative … 
Ovande Furtado Jr. |Furtado-Gallagher Movement Skill Assessment: Collecting evidence for content-related validity|Ovande Furtado|2004/12/15||||||The National Association for Sport and Physical Education (NASPE) emphasizes in its second edition of the National Standards for Physical Education the importance of linking instruction and assessment in physical education. NASPE standards reflect what students should know and be able to do as a result of a quality physical education (NASPE, 2004). This link is even more beneficial to students and teachers alike when assessment is aligned with the NASPE content standards. Therefore, the purpose of this study was to develop a criterion-referenced assessment tool to test movement concepts and fundamental movement skills of children ages 3 through 10 and provide evidence for content-related validity. An attempt was made to develop an assessment tool that is tied closely to the postulates of the National Standards for Physical Education (NASPE, 2004). The gathering of evidence for content-related validity was accomplished through judgments of a panel of 20 content experts (professors = 8; and PE teachers = 12). An Internet-based item review form was used to collect information from experts. Experts rated content at item level (31 items divided in 7 categories) using a four point likert-type scale where 1 being 'not important at all' and 4 'very important'. Content was also rated at test level (7 questions) addressing the match between the test content and the test general characteristics (e.g., match between the proposed set of items and the test purpose). This set of questions were rated on a five point likert-type scale with 1 being 'poor' and 5 being 'excellent'. Many of the expert reviewers also provided written feedback on the content of the … 
Ovande Furtado Jr. |The relationship of movement skills with habitual and organized physical activity in seven and eight-year-old children|Oldemar Mazzardo, Fábio Eduardo Fontana, Ovande Furtado, Jere D Gallagher|2018/3/29|Pensar a Prática|21|1|||PURPOSE: To verify the association of motor skills with habitual and organized PA participation, and sedentary behavior for males and females. METHODS: The study employed a cross-sectional design in a sample of seventy-six second graders from a public elementary school in a Midwestern State. RESULTS: Mann Whitney and t-tests indicated gender differences in FMS and PA variables. Spearman correlation analyses demonstrated that habitual PA was correlated to total FMS, and manipulative skills for boys. For girls, a significant association was present in organized PA and locomotor skills. CONCLUSION: Choice of organized physical activity seems to influence the development of FMS and affect habitual PA behavior differently in boys and girls. 
Ovande Furtado Jr. |Investigating expert-rater agreement and inter/intra-rater reliability of two fundamental movement skills for the locomotor subscale of the FG-COMPASS|Lino Perez|2018||||||The Furtado-Gallagher Computerized Observational Movement Pattern Assessment System (FG-COMPASS) is an observational rating scale using sequential decisions to assess fundamental movement skills. The current version of the test has 3 locomotor and 5 manipulative skills. This study aimed to assess expert-rater agreement and inter/intra rater reliability of two new scales to be added to the locomotor subtest. This study was divided into two phases. In Phase I, 60 children between the ages of 5 and 10 were filmed performing the skills of galloping and vertical jumping. An expert in motor behavior classified the videotapes using the newly created rating scales. Next, 8 video clips were selected for training purposes and 24 video clips for testing purposes. In Phase II, 30 undergraduate and graduate students served as raters and underwent a training session prior the testing session. Participants were instructed not to classify the video clips based on the apparent age of the children as skill levels were distributed across all age levels. Further, to avoid guessing, participants were not told how many videos of each level they would be rating. Unlike the training sessions, participants did not receive feedback during testing sessions. Weighted kappa (Kw) and Intraclass Correlation Coefficient (ICC) were used to analyze data. Results suggested a “very good” agreement between expert and rater consensus for vertical jumping (Kw = .96) and galloping (Kw=.89) and an “excellent” agreement for vertical jump (ICC = .98) and galloping (ICC = .95). Inter-rater reliability resulted in “very good” agreement for vertical jumping (Kw=.92) and a “good … 
Ovande Furtado Jr. |Expert-Rater Agreement and Inter-/Intrarater Reliability for the Furtado–Gallagher Computerized Observational Movement Pattern Assessment System|Ovande Furtado Jr, Jere D Gallagher|2018|Perceptual and Motor Skills|125|3|423-437|SAGE Publications|Fundamental movement skills (FMS) play a crucial role in a child’s motor skill development, as their mastery is related to the acquisition and mastery of specialized sport skills and to a child’s general health through the prevention of weight gain and increased level of physical activity. Thus, the accurate and reliable measurement of FMS is of related importance. This article presents the results of two studies intended to assess expert-rater agreement and inter-/intrarater scoring reliability in the administration of a new observational FMS instrument, the Furtado–Gallagher Computerized Observational Movement Pattern Assessment System (FG-COMPASS). In Study 1, we found that four of the six scales that underwent modifications in a previous study yielded acceptable expert agreement, permitting their retention in the revised test, while the two remaining scales measuring side sliding and leaping yielded insufficient … 
Ovande Furtado Jr. |English to Portuguese reverse translation and initial evidence of rater-expert agreement for the FG-COMPASS|Ovande Furtado, Oldemar Mazzardo, Priscila L Watanabe, Wagner De Campos, Jere D Gallagher|2017/6/1||39||S65-S66|HUMAN KINETICS PUBL INC|
Ovande Furtado Jr. |Perception of obese individuals by professors teaching PETE majors|Piroska Boros, Fabio E Fontana, Ovande Furtado Jr|2014/6/1||36||S82-S82|HUMAN KINETICS PUBL INC|
Ovande Furtado Jr. |The Relationship Between Body Mass Index and Fundamental Movement Skills Performance in Rural Children|Mariah Bolin, Ovande Furtado|2014/1/1||85||42-42|http://aahperd.confex.com/aahperd/2014/webprogram/Paper19472.html|Background/Purpose: Mastery of fundamental movement skills (FMS) is considered a crucial component in securing physical activity participation and, in turn, decreasing the likelihood of obesity. The purpose of this study was to investigate the relationship between body mass index (BMI) and FMS performance among children ages 5 to 7 years in a rural school system. Secondly, we intended to investigate gender differences in FMS performance. Method: Participants were 39 kindergarteners and 1st graders (20 boys and 19 girls) in a K-8 public school located in Eastern Illinois. BMI was calculated for each participant using the Centers for Disease Control and Prevention (CDC) Web site calculator tool (CDC, 2008). FMS performance was assessed using the Furtado-Gallagher Computerized Observational Movement Pattern Assessment System (FG-COMPASS). Logical validity evidence (Furtado, 2004) and … 
Ovande Furtado Jr. |Reliability of Classification Decisions for the FG-COMPASS: A Follow-up|Ovande Furtado, Jere Gallagher, Hasan Mavi|2013/3/27||84||A41-A41|ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD|Method : The accuracy of classification decisions for the six rating scales was evaluated by comparing judgments of 28 PE major students to a standard. Participants were tested 3 to 5 days after training to classify FMS performances by watching pre-recorded videos. The training tool was comprised of 3 videos per skill. During the testing session, participants classified 60 videos (10 per skill). 
Ovande Furtado Jr. |Antifat Bias Among Physical Education Teachers and Majors|Fabio Fontana, Ovande Furtado, Ripley Marston, Trey Leech, Oldemar Mazzardo|2012/3/1||83||A43-A44|ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD|Background/Purpose Anti-fat bias has been found in schooling, employment, and health care. Obesity has reached epidemic levels, and anti-fat bias from physical education teachers may be a barrier against the participation of obese students in physical activity. Thus, our purpose was to investigate the attitude of physical education teachers and majors towards obese individuals. Method Forty-seven physical education teachers and 149 majors participated in the study. Teachers and majors answered two questionnaires: Implicit Association Test (IAT is a timed assessment measuring automatic attitudes towards obese individuals through word categorizations: good/bad, lazy/motivated), and Anti-Fat Attitude Scale (AFAS measures explicit attitudes towards obese individuals). Physical education teachers also answered the Perception of Obese Students by Physical Education Teachers questionnaire (POSPET measures how teachers perceive obese students during class). 
Ovande Furtado Jr. |Measurement and Evaluation-The Reliability of Classification Decisions for the Furtado-Gallagher Computerized Observational Movement Pattern Assessment System—FC-COMPASS|Ovande Furtado Jr, Jere D Gallagher|2012|Research Quarterly for Exercise and Sport|83|3|383||
Ovande Furtado Jr. |The Relative Age Effect and Academic Timing in College Baseball|Thomas Beals, Jr. Furtado, Ovande.|2012||||A32|Research Quarterly for Exercise and Sport|Background/Purpose Previous research has suggested that older athletes within the same age grouping are often perceived to be more talented simply due to advanced maturity. This perception leads to biased selection and skewed participation rates favoring the oldest participants within the group. This resulting skewed distribution is termed Relative Age Effect (RAE). Further, academic institutions often group their participants according to their academic status, not strictly by age. This factor, termed Academic Timing, can result in the ages of competitors spanning more than a single calendar year. Therefore, our purpose was to investigate whether RAE influenced the selection of junior college baseball participants, and study whether Academic Timing influences the formation of RAE. 
Ovande Furtado Jr. |Sleep Duration, Physical Activity, and Body Mass Index of Middle School Students|Scott M Ronspies, Matthew Madden, Ovande Furtado, Gannon White|2011/3/1||82|1|A62-A62|AMER ALLIANCE HEALTH PHYS EDUC REC & DANCE|
Ovande Furtado Jr. |Do we know when to use whole and part practice? A meta-analysis|FE Fontana, O Mazzardo, O Furtado, J Gallagher|2006/6/1||28||S67-S68|HUMAN KINETICS PUBL INC|
Ovande Furtado Jr. |The Association of Health Risk Behaviors, Anxiety and Depression Among Middle and High School Students in Southern Brazil|Oldemar Mazzardo, Ovande Furtado Jr, Adelar A Sampaio, Alan L Chapla, Luis Szczuk, Bryan S Jacob, Sabrina RW Gomes|||||||METHODS Table 1. Relative frequencies and Chi-square tests of mental health and health risk behaviors by sex and level of schooling 
Andrew Linden |Disrupting dominant discourses:# HERESPROOF of interest in women's sports|Dunja Antunovic, Andrew D Linden|2015/1/2|Feminist Media Studies|15|1|157-159|Routledge|Feminist sport scholars have observed the underrepresentation and misrepresentation of women athletes and women’s sports in media with great concern (Cheryl Cooky, Michael A. Messner, and Robin Hextrum 2013). Scholars have attributed this drought to decision making: national surveys indicate that industry leaders in sports media operate under the assumption that their readers, viewers, and listeners are not interested in women’s sports (Marie Hardin 2005; Marie Hardin, Dunja Antunovic, Steve Bien-Aimé, and Roubing Li 2013). To challenge this assumption, in November 2013, the Tucker Center for Research on Girls & Women in Sport at the University of Minnesota launched a social media initiative titled the# HERESPROOF Project. The Tucker Center encourages Instagram, Twitter, and Facebook users to post photos from girls’ and women’s sporting events and to attach the “HERESPROOF Seal” to … 
Andrew Linden |From Ladies' Days to Women's Initiatives: American Pastimes and Distaff Consumption|Jaime Schultz, Andrew D Linden|2014/1/22|The International Journal of the History of Sport|31|1-2|156-180|Routledge|American entrepreneurs have, for more than a century, sought to cultivate female consumers of national pastimes, specifically horse racing, boxing, baseball, football and basketball. Because these sports have been principally and historically associated with manliness and masculinity, it is more appropriate to think in terms of women's involvement and consumption, as opposed to their athletic participation when it comes to ‘pastime' status. Marketing campaigns aimed at women by the promoters of national pastimes reveal complex processes of commercialisation, bourgeoisification and hypercommodification. The ways in which major sports leagues and administrators appealed to women have long been based on essentialised feminine roles, treating women as moralising agents, wives and mothers, and consumers. These strategies represent the primary force in shaping women's inclusion in national pastimes. In … 
Andrew Linden |Revolution on the American Gridiron: Gender, contested space, and women’s football in the 1970s|Andrew D Linden|2015/12/12|The International Journal of the History of Sport|32|18|2171-2189|Routledge|Scholarship on the 1970s ‘women’s movement’ in the USA has grown in recent years. However, this area has yet to fully incorporate women’s athletic experiences. This paper brings together these two areas of scholarship through analysis of women’s experiences playing professional football in 1970s America. Women athletes articulated little connection between football and the larger feminist campaign for corporeal autonomy and equality and some pronounced a distinctly antifeminist identity. My intent is not to force the feminist mantle on these women or to contest their self-descriptions. Rather, I seek to locate their experiences within the larger women’s movement using historian Anne Enke’s idea of ‘contested space’ (Finding the Movement, 2007). Drawing on interviews with 13 women on three different teams during the 1970s, I argue that while women football players did not explicitly align with the feminist … 
Andrew Linden |Tempering the Dichotomous Flame: Social History, Cultural History, and Postmodernism(s) in the Journal of Sport History, 1974–2014|Andrew D Linden|2016/4/1|Journal of Sport History|43|1|66-82|University of Illinois Press|In the June 2014 issue of the Journal of American History, which includes a forum titled “State of the Field: Sports in American History,” Amy Bass argues that, as many humanities-based disciplines adopted tenets of cultural history, sport history did not. Based on over a decade of debate about social, cultural, and postmodernist paradigms, Bass's assertion illuminates continuing historiographical arguments about epistemology and theory in sport history. In this article, I respond to these discussions by analyzing 405 full-length articles in the Journal of Sport History from the first issue in 1974 through the end of 2014. Drawing on philosopher R. Scott Kretchmar's caution against “dualisms [and] dichotomies” in sport scholarship, I argue for a holistic understanding of sport history, rather than the dichotomous historiography present over the past decade. 
Andrew Linden |Heat-Related Deaths in American Football: An Interdisciplinary Approach|Jaime Schultz, W Larry Kenney, Andrew D Linden|2014/11|Sport History Review|45|2|123-144||As observers of American football turn their attention to the crises of concussions, subconcussive hits, chronic traumatic encephalopathy, and attendant issues related to direct contact and collision, it may be easy to lose track of the too frequent occurrence of what experts refer to as a type of “indirect” fatality caused by “systemic failure as a result of exertion”: those associated with heat. 1 Typically brought about by engaging in intense physical effort in hot and humid conditions, the vast majority of these deaths need not occur. Despite the growing scientific understanding of the problem, however, heat-related deaths persist, often surging at different points in history. It is not just an issue of science, then, but also an issue of culture and one that necessitates an interdisciplinary approach. Physicians have documented heat-related deaths in football since the early twentieth century, but it was the 2001 death of the … 
Andrew Linden |Looking at Losing: Presentations of the Media's Narrative of the Cleveland Browns’ Relocation|Andrew D Linden|2012/12/1|The International Journal of the History of Sport|29|18|2575-2598|Taylor & Francis Group|On November 6, 1995, Art Modell announced his intention to relocate the National Football League's (NFL) Cleveland Browns to Baltimore following the season. After 4 months of civic activism from Cleveland's community and legal action from the city's politicians, Cleveland, the NFL and Modell agreed to a deal that allowed the long-time owner to honour his contract with Baltimore and simultaneously provided a NFL club to Cleveland to begin play in 1999. This settlement was unique because it allowed Cleveland to retain the naming rights, colours, logo and, most significantly, the history of the Browns. Media presentations of Modell's announcement during the 4-month period illuminated a complex symbiotic relationship between the press, the public and sports entrepreneurs. The local media castigated and vilified Modell for betraying Cleveland's community and disturbing the city's supposed ‘renaissance’, while … 
Andrew Linden |Writing sport online: An analysis of the pitfalls and potential of academic blogging|Andrew D Linden, Lindsay Parks Pieper|2017/7/1|Journal of Sport History|44|2|257-274|University of Illinois Press|Opportunities abound for scholars' digital engagement. Among the numerous available technologies, blogging has emerged as a medium that presents both opportunities and challenges for academics. Although scholars have reflected on the values and drawbacks of blogging in academia, few have specifically analyzed academic sport blogs. This paper uses a content analysis of six sport-specific online forums to examine the composition of contributors and the content of posts, as well as the pitfalls and potential of academic sport blogging. Our analysis suggests that, while blogging offers novel opportunities for scholars, the forum simultaneously reifies problems already present in sport scholarship and academia. 
Andrew Linden |Blue-Collar Identity and the" Culture of Losing": Cleveland and the" Save Our Browns" Campaign|Andrew D Linden|2015/10/18|Journal of Sport History|42|3|340-0360|University of Illinois Press|In November 1995, Cleveland football fans began the "Save Our Browns" campaign after owner Art Modell announced he would move the team to Baltimore after the season. By February 1996, the initiative influenced the National Football League's decision to allow Cleveland to keep the legacy of the Browns and offer the city a new team. Letters found at the Pro Football Hall of Fame show how the Save Our Browns campaign illuminated a "culture of losing"–the combination of a declining city, poor sports teams, and angst from social change–in the greater Cleveland community. I argue that Clevelanders' fight for the Browns represented their desire for a Cleveland of the past that included an idealized blue-collar identity consisting of expressions of heteronormative, white masculinity. These expressions show how some considered sports more important than other forms of social change in the Rust Belt city in the … 
Andrew Linden |Political Football: Social Movements and the Professional Gridiron in the United States, 1955-1979|Andrew David Linden|2016/8/26||||||Politics and political movements appeared in professional football since the sport emerged. However, because the National Football League (NFL) was not yet popular across the country, these issues had little effect on the broader culture. In the second half of the century, the NFL became the most popular consumer sport in the country. Conflicts between labor and capital, between men and women, between races and ethnicities, and between groups associated with the broader counterculture and liberation movements were brought by political advocates into the sport. Nonetheless, throughout this same time, the league had political priorities of its own and endorsed certain political issues while not engaging others. In this dissertation, I utilize a “multiple histories” approach to analyze the effect of social movements on the NFL and demonstrate the influence of political football in American culture. To do so, I examine how four social movements (Civil Rights, the New Left and counterculture, labor, and the women’s movement) intersected with professional football from the late 1950s through the 1970s. League representatives had varying reactions each time a social movement appeared on the gridiron. For example, some team owners and coaches supported black athletes fighting to desegregate the game and other areas of society through non-violent protest, but they reacted to the broader Civil Rights Movement by reaffirming notions of white supremacy. While league marketers promoted athletes who endorsed the Vietnam War and other “patriotic” efforts to defeat communism, they avoided engaging with critics (particularly if they were players … 
Andrew Linden |Sport History in the Digital Era|Andrew D Linden|2016/1/1||47|1|119-120|HUMAN KINETICS PUBL INC|
Andrew Linden |LT: The Life & Times dir. by Peter Radovich|Andrew D Linden|2015||42|2|230-231|University of Illinois Press|In an era when controversy continuously casts a negative shadow over the National Football League, memories of past American football greats historicize a league that has grappled with athletes’ personal troubles and larger social issues. In LT: The Life & Times, Showtime Sports presents a narrative of one of the sport’s legends, who, like many players today, faced troubles off the gridiron. As former New York Giants linebacker Lawrence Taylor—colloquially known as “LT”—states at the beginning of the nearly two-hour documentary,“As easy as football is to me... is as hard as life is to me.” Indeed, LT was a dynamic gridiron star. After his playing college football at the University of North Carolina, the New York Giants drafted LT with the second overall pick in the 1981 NFL draft. He immediately impacted the team, winning both the Defensive Rookie of the Year and overall Defensive Player of the Year awards in his … 
Andrew Linden |Getting Physical: The Rise of Fitness Culture in America by Shelly McKenzie|Andrew D Linden, Adam Berg|2015||42|1|138-139|University of Illinois Press|138 Volume 42, Number 1 daily at the gymnasium. At age thirty-four he suffered a dislocated collarbone while wrestling. After the gymnasium trainers tried and failed, Galen properly diagnosed himself, treated himself for forty days and fully recovered. He also writes about a youthful wrestler injured by a blow to the sternum. When others could not help him, an abscess formed and the youth might have died, but Galen excised the diseased sternum and the youth survived. News of Galen’s expertise reached Emperor Marcus Aurelius, who appointed Galen personal physician to his heir Commodus. Galen also received an imperial salary for preparing Aurelius’ daily potion of theriac (a mixture of over sixty ingredients from viper flesh to opium), which supposedly helped the emperor sleep. Despite losing many of his writings in a fire in 192, Galen continued to write and treat patients well into his old age. Readers … 
Andrew Linden |A Brief Taxonomy of Sports that Were Not Quite American National Pastimes: Fads and Flashes-in-the-Pan, Nationwide and Regional Pastimes, the Pastimes of Other Nations, and Pan …|Jaime Schultz, Dunja Antunovic, Adam Berg, Justine Kaempfer, Andrew D Linden, Thomas Rorke, Colleen English, Mark Dyreson|2014/1/22|The International Journal of the History of Sport|31|1-2|250-272|Routledge|Several sports have served as American national pastimes over the course of the nation's history. Horse racing, hunting, prize fighting, baseball, football, and basketball have waxed and waned in a long series of debates over what constitutes ‘true' national pastimes. Unlike some nations that have declared national pastimes by governmental fiat, US national games emerge from organic and sometimes chaotic cultural processes. An alternative history of sports that have become popular and widespread national habits but have not quite become national pastimes sheds important light on what national pastimes are and how they have developed in American history. A variety of pretenders to the title of national pastime have come and gone. These challengers can be categorised as fads and flashes-in-the-pan, nationwide and regional pastimes, the pastimes of other nations, and pan-national pastimes. An … 
Andrew Linden |Sportista: female fandom in the United States|Andrew D Linden|2013/10/8||16|9|1213-1216|Routledge|Andrei S. Markovits and Emily K. Albertson’s Sportista: Female Fandom in the United States analyzes the often stereotyped female fan of big-time sports in the USA. Markovits has produced a considerable amount of scholarship on comparative sport culture in both the USA and Europe. Albertson, an undergraduate at the University of Michigan at the time of writing, clearly identifies herself as one of the female fans studied in Sportista. Together the two authors examine ‘the woman who not only loves her sports but also knows them’and who ‘distinguishes herself from most of her world by being immensely passionate and knowledgeable about sports’(p. 5). Coining the term ‘sportista’–from the feminine term ‘fashionista’–Markovits and Albertson argue that women have crafted a distinctive identity as fans of ‘the hegemonic sports cultures’ in the USA (p. 5). While sportistas know a plethora of sporting information, the … 
Andrew Linden |Money Games: Profiting from the Convergence of Sports and Entertainment by David M Carter|Andrew D Linden|2013||40|2|334-335|University of Illinois Press|The business of sports and entertainment rapidly expanded in the last half of the twentieth century. According to David M. Carter, the convergence of sports and entertainment “has been relatively contained” and primarily occurred “in and around sports venues”(p. 1). Today, this convergence is “borderless” and “pervasive,” and it “continues to create business challenges while simultaneously providing significant opportunities for those hoping to make money from it”(p. 1). In essence, Carter claims that sports have become synonymous with entertainment. For example, his analysis of the burgeoning “poker boom”(p. 150) astutely reifies the notion that there is a hazy demarcation point between sports and entertainment. Carter thus focuses on stakeholders, who have monetized the convergence, and offers recommendations for future entrepreneurs about ways in which to profit from the burgeoning industry. Carter … 
Andrew Linden |The Cultural Nexus of Sport and Business: The Relocation of the Cleveland Browns|Andrew D Linden|2012||||||On November 6, 1995, Arthur Modell announced his intention to transfer the Cleveland Browns to Baltimore after the conclusion of the season. Throughout the ensuing four months, the cities of Cleveland and Baltimore, along with Modell, National Football League (NFL) officials and politicians, battled over the future of the franchise. After legal and social conflicts, the NFL and Cleveland civic officials agreed on a deal that allowed Modell to honor his contract with Baltimore and simultaneously provided an NFL team to Cleveland to begin play in 1999. This settlement was unique because it allowed Cleveland to retain the naming rights, colors, logo, and, most significantly, the history of the Browns. 
Andrew Linden |Month: September 2014|Brett Abrams, Cathryn Lucas-Carr, Moorea Coker, Hunter Hampton, Harold Hubbard, Jorge Iber, Ramon Jackson, Andrew D Linden, Andrew McGregor, Adam Park, Lindsay Parks Pieper, Max Rieger, Dain TePoel, Stephen Townsend|||||||On Saturday, November 23, 1963, Oklahoma and Nebraska were schedule to meet in Lincoln. It was an important game in the Big 8 standings. The Sooners were 7-1 going into the game, 5-0 in conference play. Their only loss that season was to Darrell Royal and a pesky Texas team that seemed to always have Oklahoma’s number. Nebraska had a good team. They were 8-1 and undefeated heading into their last conference game. Their only loss came against a tough Air Force team. The matchup between the Sooners and Cornhuskers would decide the conference championship. 
Andrew Linden |Sport in American History|Brett Abrams, Cathryn Lucas-Carr, Moorea Coker, Hunter Hampton, Harold Hubbard, Jorge Iber, Ramon Jackson, Andrew D Linden, Andrew McGregor, Adam Park, Lindsay Parks Pieper, Max Rieger, Dain TePoel, Stephen Townsend|||||||Last week, Nike introduced a new commercial. Featuring National Basketball Association superstar LeBron James,“Together” shows the Cleveland community rallying around its local hero. In grand and gallant fashion, James returned to the city on the shores of Lake Erie to reclaim his rightful place on the throne of his Rust Belt kingdom. The black and white, artistic production begins with James gathering his faithful patrons—the other basketball players that make up the Cleveland Cavaliers—around him in a pre-game huddle.“It’s our city, we gotta do it for them. We gotta do it for Cleveland, they’re waiting on us,” the two-time NBA MVP demands of his comrades. Soon, the crowd, and seemingly all of Cleveland, surround the self-proclaimed “kid from Akron”(a city~ 40 miles south of Cleveland). 
Paulo Marchetti |Age-related changes in human postural control of prolonged standing|Sandra MSF Freitas, Silvana A Wieczorek, Paulo H Marchetti, Marcos Duarte|2005/12/1|Gait & posture|22|4|322-330|Elsevier|The aim of this study was to characterize prolonged standing and its effect on postural control in elderly individuals in comparison to adults. It is unknown how elderly individuals behave during prolonged standing and how demanding such a task is for them. We recorded the center of pressure (COP) position of 14 elderly subjects and 14 adults while they performed prolonged standing (30 min) and quiet stance tasks (60 s) on a force plate. The number and amplitude of the COP patterns, the root mean square (RMS), speed, and frequency of the COP sway were analyzed. The elderly subjects were able to stand for prolonged periods but they produced postural changes of lesser amplitude and a decreased sway during the prolonged standing task. Both the adults and the elderly subjects were influenced by the prolonged standing task, as demonstrated by their increased COP RMS and COP speed in the quiet … 
Paulo Marchetti |Manual de musculação: uma abordagem teórico-prática do treinamento de força|Marco Carlos Uchida, Mario Augusto Charro, Reury Frank P Bacurau|2009/12/14|||||Phorte Editora LTDA|A necessidade de bibliografias mais amplas e completas fez surgir este Manual de Musculação. Com base em uma nova perspectiva, este livro busca apresentar e ampliar, tanto ao praticante iniciante quanto ao avançado ou ao fisiculturista, os temas mais comuns sobre musculação, além de esclarecer que um treinamento bem estruturado, baseado em nutrição adequada, análise cardiovascular e programas de treino, pode trazer benefícios para a forma física. 
Paulo Marchetti |Prescrição e periodização do treinamento de força em academias|Jonato Prestes, Denis Foschini, Paulo Marchetti, MA Charro, R Tibana|2010|São Paulo, Phorte|||||Prescrição e Periodização do Treinamento de Força em Academias aborda conceitos fundamentais sobre a prescrição, a montagem de programas e os modelos de periodização do treinamento de força aplicados em academias. Oferece aos profissionais de Educação Física embasamento teórico para prescrever e periodizar programas de treinamento de força que proporcionem maiores benefícios e excelentes resultados a seus clientes. Por meio de modelos e metodologias elaborados a partir de uma criteriosa revisão da literatura especializada, a obra dispo- 
